"words: ('makes',), tags: ('VBZ',), next words: ()",32
"words: ('which', 'makes'), tags: ('WDT', 'VBZ'), next words: ()",5
"words: ('which',), tags: ('WDT', 'VBZ'), next words: ()",103
"words: (',', 'which', 'makes'), tags: (',', 'WDT', 'VBZ'), next words: ()",5
"words: (',', 'which'), tags: (',', 'WDT', 'VBZ'), next words: ()",98
"words: (), tags: (',', 'WDT', 'VBZ'), next words: ()",103
"words: ('makes',), tags: ('VBZ', 'DT'), next words: ()",9
"words: ('PREFIX_ri',), tags: ('JJ',), next words: ()",28
"words: ('PREFIX_riva',), tags: ('JJ',), next words: ()",9
"words: ('SUFFIX_val',), tags: ('JJ',), next words: ()",13
"words: ('SUFFIX_ival',), tags: ('JJ',), next words: ()",10
"words: ('rival',), tags: ('JJ',), next words: ()",9
"words: ('makes', 'the'), tags: ('VBZ', 'DT', 'JJ'), next words: ()",3
"words: ('PREFIX_ant',), tags: ('JJ',), next words: ()",20
"words: ('PREFIX_anti',), tags: ('JJ',), next words: ()",20
"words: ('SUFFIX_ting',), tags: ('JJ',), next words: ()",25
"words: (), tags: ('DT', 'JJ', 'JJ'), next words: ()",220
"words: ('PREFIX_age',), tags: ('NN',), next words: ()",57
"words: ('PREFIX_agen',), tags: ('NN',), next words: ()",37
"words: ('SUFFIX_gent',), tags: ('NN',), next words: ()",6
"words: ('PREFIX_stre',), tags: ('NNP',), next words: ()",2
"words: ('SUFFIX_se',), tags: ('NNP',), next words: ()",103
"words: ('SUFFIX_nase',), tags: ('NNP',), next words: ()",2
"words: (), tags: ('JJ', 'NN', 'NNP'), next words: ()",41
"words: (), tags: ('NN', 'NNP', '.'), next words: ()",8
"words: ('PREFIX_bi',), tags: ('NN',), next words: ()",87
"words: ('PREFIX_biot',), tags: ('NN',), next words: ()",3
"words: ('SUFFIX_gy',), tags: ('NN',), next words: ()",46
"words: ('SUFFIX_ogy',), tags: ('NN',), next words: ()",17
"words: ('SUFFIX_logy',), tags: ('NN',), next words: ()",17
"words: (), tags: ('NN',), next words: ('concern',)",22
"words: ('PREFIX_conc',), tags: ('NN',), next words: ()",67
"words: ('SUFFIX_rn',), tags: ('NN',), next words: ()",84
"words: ('SUFFIX_ern',), tags: ('NN',), next words: ()",57
"words: ('SUFFIX_cern',), tags: ('NN',), next words: ()",53
"words: ('concern',), tags: ('NN',), next words: ()",52
"words: ('concern',), tags: ('NN', 'VBD'), next words: ()",6
"words: ('concern', 'said'), tags: ('NN', 'VBD', 'DT'), next words: ()",3
"words: (), tags: ('NN', 'VBD', 'DT'), next words: ()",126
"words: ('the',), tags: ('DT',), next words: ('agreement',)",16
"words: (), tags: ('DT',), next words: ('agreement',)",29
"words: ('the', 'agreement'), tags: ('DT', 'NN'), next words: ()",16
"words: ('said', 'the'), tags: ('VBD', 'DT', 'NN'), next words: ()",65
"words: ('agreement',), tags: ('NN',), next words: ('between',)",6
"words: (), tags: ('NN',), next words: ('between',)",37
"words: ('agreement', 'between'), tags: ('NN', 'IN'), next words: ()",6
"words: ('the', 'agreement'), tags: ('DT', 'NN', 'IN'), next words: ()",3
"words: ('PREFIX_long',), tags: ('NN',), next words: ()",2
"words: ('SUFFIX_me',), tags: ('NN',), next words: ()",277
"words: ('SUFFIX_ime',), tags: ('NN',), next words: ()",114
"words: ('SUFFIX_time',), tags: ('NN',), next words: ()",104
"words: (), tags: ('PRP$', 'NN', 'NNP'), next words: ()",3
"words: ('PREFIX_Bo',), tags: ('NNP',), next words: ()",125
"words: ('PREFIX_Boe',), tags: ('NNP',), next words: ()",24
"words: ('SUFFIX_m',), tags: ('NNP',), next words: ()",157
"words: ('SUFFIX_im',), tags: ('NNP',), next words: ()",25
"words: ('SUFFIX_eim',), tags: ('NNP',), next words: ()",17
"words: ('SUFFIX_heim',), tags: ('NNP',), next words: ()",17
"words: (), tags: ('NN', ',', 'NNP'), next words: ()",229
"words: (), tags: (',', 'NNP', 'POS'), next words: ()",39
"words: ('PREFIX_Dr',), tags: ('NNP',), next words: ()",52
"words: ('PREFIX_Dr.',), tags: ('NNP',), next words: ()",32
"words: ('SUFFIX_r.',), tags: ('NNP',), next words: ()",642
"words: ('SUFFIX_Dr.',), tags: ('NNP',), next words: ()",32
"words: ('Dr.',), tags: ('NNP',), next words: ()",32
"words: (""'s"",), tags: ('POS', 'NNP'), next words: ()",126
"words: (), tags: ('POS', 'NNP'), next words: ()",129
"words: (), tags: ('NNP', 'POS', 'NNP'), next words: ()",111
"words: ('PREFIX_Ka',), tags: ('NNP',), next words: ()",29
"words: ('SUFFIX_l',), tags: ('NNP',), next words: ()",709
"words: ('SUFFIX_Karl',), tags: ('NNP',), next words: ()",2
"words: ('Dr.',), tags: ('NNP', 'NNP'), next words: ()",32
"words: (), tags: ('POS', 'NNP', 'NNP'), next words: ()",64
"words: ('PREFIX_Th',), tags: ('NNP',), next words: ()",131
"words: ('PREFIX_Tho',), tags: ('NNP',), next words: ()",38
"words: ('PREFIX_Thom',), tags: ('NNP',), next words: ()",27
"words: ('PREFIX_G.m.',), tags: ('NNP',), next words: ()",2
"words: (), tags: ('NNP',), next words: ('subsidiary',)",5
"words: (), tags: ('NN', ',', 'CC'), next words: ()",159
"words: (',', 'and'), tags: (',', 'CC', 'NNP'), next words: ()",36
"words: (), tags: (',', 'CC', 'NNP'), next words: ()",48
"words: (), tags: ('CC', 'NNP', 'POS'), next words: ()",27
"words: (), tags: ('POS', 'NNP', 'NN'), next words: ()",19
"words: (), tags: ('NN',), next words: ('was',)",163
"words: ('PREFIX_w',), tags: ('VBD',), next words: ()",688
"words: ('PREFIX_wa',), tags: ('VBD',), next words: ()",455
"words: ('PREFIX_was',), tags: ('VBD',), next words: ()",439
"words: ('SUFFIX_s',), tags: ('VBD',), next words: ()",438
"words: ('SUFFIX_as',), tags: ('VBD',), next words: ()",438
"words: ('SUFFIX_was',), tags: ('VBD',), next words: ()",438
"words: ('was',), tags: ('VBD',), next words: ()",438
"words: (), tags: ('NNP', 'NN', 'VBD'), next words: ()",77
"words: ('was',), tags: ('VBD',), next words: ('an',)",7
"words: (), tags: ('VBD',), next words: ('an',)",46
"words: ('was', 'an'), tags: ('VBD', 'DT'), next words: ()",7
"words: ('was',), tags: ('VBD', 'DT'), next words: ()",60
"words: ('an',), tags: ('DT',), next words: ('attempt',)",7
"words: (), tags: ('DT',), next words: ('attempt',)",7
"words: ('PREFIX_at',), tags: ('NN',), next words: ()",43
"words: ('PREFIX_att',), tags: ('NN',), next words: ()",40
"words: ('PREFIX_atte',), tags: ('NN',), next words: ()",16
"words: ('SUFFIX_pt',), tags: ('NN',), next words: ()",20
"words: ('SUFFIX_mpt',), tags: ('NN',), next words: ()",11
"words: ('SUFFIX_empt',), tags: ('NN',), next words: ()",11
"words: ('attempt',), tags: ('NN',), next words: ()",11
"words: ('an', 'attempt'), tags: ('DT', 'NN'), next words: ()",7
"words: ('was', 'an'), tags: ('VBD', 'DT', 'NN'), next words: ()",3
"words: ('attempt',), tags: ('NN',), next words: ('to',)",9
"words: ('attempt', 'to'), tags: ('NN', 'TO'), next words: ()",9
"words: ('attempt',), tags: ('NN', 'TO'), next words: ()",9
"words: ('an', 'attempt', 'to'), tags: ('DT', 'NN', 'TO'), next words: ()",7
"words: ('an', 'attempt'), tags: ('DT', 'NN', 'TO'), next words: ()",7
"words: ('to',), tags: ('TO',), next words: ('expand',)",10
"words: (), tags: ('TO',), next words: ('expand',)",10
"words: ('PREFIX_ex',), tags: ('VB',), next words: ()",48
"words: ('PREFIX_exp',), tags: ('VB',), next words: ()",32
"words: ('PREFIX_expa',), tags: ('VB',), next words: ()",16
"words: ('SUFFIX_d',), tags: ('VB',), next words: ()",240
"words: ('SUFFIX_nd',), tags: ('VB',), next words: ()",106
"words: ('SUFFIX_and',), tags: ('VB',), next words: ()",28
"words: ('SUFFIX_pand',), tags: ('VB',), next words: ()",16
"words: ('expand',), tags: ('VB',), next words: ()",16
"words: ('to', 'expand'), tags: ('TO', 'VB'), next words: ()",10
"words: ('attempt', 'to'), tags: ('NN', 'TO', 'VB'), next words: ()",8
"words: ('PREFIX_blo',), tags: ('NN',), next words: ()",12
"words: ('PREFIX_bloo',), tags: ('NN',), next words: ()",7
"words: ('SUFFIX_ot',), tags: ('NN',), next words: ()",34
"words: ('SUFFIX_lot',), tags: ('NN',), next words: ()",21
"words: ('for',), tags: ('IN', 'NN'), next words: ()",149
"words: ('market', 'for'), tags: ('NN', 'IN', 'NN'), next words: ()",4
"words: ('in',), tags: ('IN',), next words: ('general',)",5
"words: (), tags: ('IN',), next words: ('general',)",10
"words: ('PREFIX_ge',), tags: ('NN',), next words: ()",55
"words: ('PREFIX_gen',), tags: ('NN',), next words: ()",53
"words: ('PREFIX_gene',), tags: ('NN',), next words: ()",52
"words: ('SUFFIX_eral',), tags: ('NN',), next words: ()",8
"words: (), tags: ('NNP',), next words: ('spokeswoman',)",9
"words: ('SUFFIX_oman',), tags: ('NN',), next words: ()",21
"words: ('spokeswoman',), tags: ('NN',), next words: ()",14
"words: (), tags: ('DT', 'NNP', 'NN'), next words: ()",256
"words: ('spokeswoman',), tags: ('NN',), next words: ('said',)",7
"words: ('spokeswoman', 'said'), tags: ('NN', 'VBD'), next words: ()",7
"words: ('spokeswoman',), tags: ('NN', 'VBD'), next words: ()",9
"words: (), tags: ('NN',), next words: ('calls',)",13
"words: ('PREFIX_ca',), tags: ('VBZ',), next words: ()",28
"words: ('PREFIX_cal',), tags: ('VBZ',), next words: ()",21
"words: ('PREFIX_call',), tags: ('VBZ',), next words: ()",21
"words: ('SUFFIX_lls',), tags: ('VBZ',), next words: ()",32
"words: ('SUFFIX_alls',), tags: ('VBZ',), next words: ()",24
"words: ('calls',), tags: ('VBZ',), next words: ()",21
"words: ('agreement',), tags: ('NN', 'VBZ'), next words: ()",9
"words: (), tags: ('DT', 'NN', 'VBZ'), next words: ()",349
"words: ('calls',), tags: ('VBZ',), next words: ('for',)",13
"words: (), tags: ('VBZ',), next words: ('for',)",29
"words: ('calls', 'for'), tags: ('VBZ', 'IN'), next words: ()",13
"words: ('calls',), tags: ('VBZ', 'IN'), next words: ()",13
"words: (), tags: ('NN', 'VBZ', 'IN'), next words: ()",77
"words: ('for',), tags: ('IN', 'NNP'), next words: ()",102
"words: ('calls', 'for'), tags: ('VBZ', 'IN', 'NNP'), next words: ()",3
"words: (), tags: ('IN', 'NNP', 'TO'), next words: ()",26
"words: ('PREFIX_prom',), tags: ('VB',), next words: ()",4
"words: ('SUFFIX_te',), tags: ('VB',), next words: ()",105
"words: ('SUFFIX_mote',), tags: ('VB',), next words: ()",2
"words: (), tags: ('VB', 'NNP'), next words: ()",133
"words: (), tags: ('TO', 'VB', 'NNP'), next words: ()",70
"words: (), tags: ('NNP',), next words: ('for',)",60
"words: (), tags: ('NNP', 'IN'), next words: ()",541
"words: (), tags: ('VB', 'NNP', 'IN'), next words: ()",13
"words: (), tags: ('NNP', 'IN', 'NN'), next words: ()",27
"words: ('PREFIX_pati',), tags: ('NNS',), next words: ()",5
"words: (), tags: ('NNS', 'CC', 'NNP'), next words: ()",6
"words: (), tags: ('CC', 'NNP', 'IN'), next words: ()",29
"words: (), tags: ('NNP', 'IN', 'JJ'), next words: ()",16
"words: ('PREFIX_cl',), tags: ('JJ',), next words: ()",40
"words: ('SUFFIX_cing',), tags: ('JJ',), next words: ()",2
"words: ('other',), tags: ('JJ', 'JJ'), next words: ()",35
"words: ('PREFIX_pur',), tags: ('NNS',), next words: ()",15
"words: ('PREFIX_purp',), tags: ('NNS',), next words: ()",2
"words: ('SUFFIX_oses',), tags: ('NNS',), next words: ()",2
"words: ('PREFIX_Inve',), tags: ('NNS',), next words: ()",7
"words: ('┻━┻', 'Investors'), tags: ('┻━┻', 'NNS'), next words: ()",5
"words: ('┻━┻', '┻━┻', 'Investors'), tags: ('┻━┻', '┻━┻', 'NNS'), next words: ()",5
"words: (), tags: ('┻━┻', 'NNS', 'IN'), next words: ()",61
"words: ('PREFIX_ov',), tags: ('JJ',), next words: ()",35
"words: ('PREFIX_ove',), tags: ('JJ',), next words: ()",35
"words: ('PREFIX_over',), tags: ('JJ',), next words: ()",35
"words: ('SUFFIX_nter',), tags: ('JJ',), next words: ()",11
"words: ('over-the-counter',), tags: ('JJ',), next words: ()",11
"words: ('in', 'the'), tags: ('IN', 'DT', 'JJ'), next words: ()",142
"words: (), tags: ('IN', 'DT', 'JJ'), next words: ()",1018
"words: (), tags: ('JJ',), next words: ('market',)",34
"words: ('over-the-counter',), tags: ('JJ', 'NN'), next words: ()",10
"words: ('SUFFIX_ped',), tags: ('VBD',), next words: ()",57
"words: ('SUFFIX_mped',), tags: ('VBD',), next words: ()",8
"words: (), tags: ('JJ', 'NN', 'VBD'), next words: ()",134
"words: ('SUFFIX_king',), tags: ('NN',), next words: ()",35
"words: ('banking',), tags: ('NN',), next words: ()",15
"words: (), tags: ('VBD', 'NN'), next words: ()",118
"words: (), tags: ('NN', 'VBD', 'NN'), next words: ()",23
"words: ('PREFIX_ins',), tags: ('NN',), next words: ()",79
"words: ('PREFIX_insu',), tags: ('NN',), next words: ()",61
"words: ('SUFFIX_nce',), tags: ('NN',), next words: ()",311
"words: ('SUFFIX_ance',), tags: ('NN',), next words: ()",179
"words: ('insurance',), tags: ('NN',), next words: ()",45
"words: ('and',), tags: ('CC', 'NN'), next words: ()",303
"words: (), tags: ('NN', 'CC', 'NN'), next words: ()",249
"words: ('insurance',), tags: ('NN', 'NNS'), next words: ()",14
"words: ('issues',), tags: ('NNS',), next words: (',',)",5
"words: ('issues', ','), tags: ('NNS', ','), next words: ()",5
"words: ('issues',), tags: ('NNS', ','), next words: ()",5
"words: (), tags: ('NN', 'NNS', ','), next words: ()",210
"words: ('PREFIX_se',), tags: ('VBG',), next words: ()",72
"words: (), tags: ('NNS', ',', 'VBG'), next words: ()",79
"words: ('the',), tags: ('DT',), next words: ('Nasdaq',)",11
"words: (), tags: ('DT',), next words: ('Nasdaq',)",15
"words: ('PREFIX_Na',), tags: ('NNP',), next words: ()",152
"words: ('PREFIX_Nas',), tags: ('NNP',), next words: ()",35
"words: ('PREFIX_Nasd',), tags: ('NNP',), next words: ()",20
"words: ('SUFFIX_aq',), tags: ('NNP',), next words: ()",25
"words: ('SUFFIX_daq',), tags: ('NNP',), next words: ()",19
"words: ('SUFFIX_sdaq',), tags: ('NNP',), next words: ()",19
"words: ('Nasdaq',), tags: ('NNP',), next words: ()",19
"words: ('the', 'Nasdaq'), tags: ('DT', 'NNP'), next words: ()",11
"words: (), tags: ('VBG', 'DT', 'NNP'), next words: ()",21
"words: (), tags: ('NNP',), next words: ('composite',)",18
"words: ('PREFIX_comp',), tags: ('JJ',), next words: ()",66
"words: ('SUFFIX_te',), tags: ('JJ',), next words: ()",183
"words: ('SUFFIX_ite',), tags: ('JJ',), next words: ()",34
"words: ('SUFFIX_site',), tags: ('JJ',), next words: ()",24
"words: ('composite',), tags: ('JJ',), next words: ()",21
"words: ('the', 'Nasdaq'), tags: ('DT', 'NNP', 'JJ'), next words: ()",3
"words: (), tags: ('NNP', 'JJ'), next words: ()",99
"words: (), tags: ('DT', 'NNP', 'JJ'), next words: ()",20
"words: (), tags: ('JJ',), next words: ('index',)",8
"words: ('PREFIX_ind',), tags: ('NN',), next words: ()",145
"words: ('PREFIX_inde',), tags: ('NN',), next words: ()",53
"words: ('SUFFIX_dex',), tags: ('NN',), next words: ()",75
"words: ('SUFFIX_ndex',), tags: ('NN',), next words: ()",75
"words: ('index',), tags: ('NN',), next words: ()",48
"words: ('composite',), tags: ('JJ', 'NN'), next words: ()",20
"words: (), tags: ('NNP', 'JJ', 'NN'), next words: ()",66
"words: ('PREFIX_l',), tags: ('RBR',), next words: ()",39
"words: ('PREFIX_lowe',), tags: ('RBR',), next words: ()",7
"words: ('SUFFIX_r',), tags: ('RBR',), next words: ()",120
"words: ('SUFFIX_er',), tags: ('RBR',), next words: ()",120
"words: ('SUFFIX_ower',), tags: ('RBR',), next words: ()",7
"words: (), tags: ('NN', 'RBR'), next words: ()",45
"words: (), tags: ('JJ', 'NN', 'RBR'), next words: ()",5
"words: (), tags: ('RBR', 'IN'), next words: ()",39
"words: (), tags: ('NN', 'RBR', 'IN'), next words: ()",6
"words: ('for',), tags: ('IN',), next words: ('the',)",204
"words: ('for', 'the'), tags: ('IN', 'DT'), next words: ()",204
"words: ('for',), tags: ('IN', 'DT'), next words: ()",356
"words: (), tags: ('RBR', 'IN', 'DT'), next words: ()",14
"words: ('the',), tags: ('DT',), next words: ('third',)",19
"words: (), tags: ('DT',), next words: ('third',)",22
"words: ('PREFIX_t',), tags: ('JJ',), next words: ()",277
"words: ('PREFIX_th',), tags: ('JJ',), next words: ()",67
"words: ('PREFIX_thi',), tags: ('JJ',), next words: ()",43
"words: ('PREFIX_thir',), tags: ('JJ',), next words: ()",42
"words: ('SUFFIX_rd',), tags: ('JJ',), next words: ()",67
"words: ('SUFFIX_ird',), tags: ('JJ',), next words: ()",29
"words: ('SUFFIX_hird',), tags: ('JJ',), next words: ()",29
"words: ('third',), tags: ('JJ',), next words: ()",27
"words: ('the', 'third'), tags: ('DT', 'JJ'), next words: ()",19
"words: ('for', 'the', 'third'), tags: ('IN', 'DT', 'JJ'), next words: ()",8
"words: ('for', 'the'), tags: ('IN', 'DT', 'JJ'), next words: ()",66
"words: ('PREFIX_con',), tags: ('JJ',), next words: ()",119
"words: ('PREFIX_cons',), tags: ('JJ',), next words: ()",40
"words: ('PREFIX_se',), tags: ('NN',), next words: ()",201
"words: ('PREFIX_sess',), tags: ('NN',), next words: ()",6
"words: ('SUFFIX_sion',), tags: ('NN',), next words: ()",172
"words: ('SUFFIX_l',), tags: ('DT',), next words: ()",113
"words: ('SUFFIX_ll',), tags: ('DT',), next words: ()",113
"words: ('All',), tags: ('DT',), next words: ()",9
"words: ('┻━┻', 'All'), tags: ('┻━┻', 'DT'), next words: ()",7
"words: ('┻━┻', '┻━┻', 'All'), tags: ('┻━┻', '┻━┻', 'DT'), next words: ()",7
"words: ('PREFIX_indu',), tags: ('NN',), next words: ()",77
"words: ('SUFFIX_try',), tags: ('NN',), next words: ()",130
"words: ('SUFFIX_stry',), tags: ('NN',), next words: ()",94
"words: ('industry',), tags: ('NN',), next words: ()",76
"words: ('PREFIX_in',), tags: ('NNS',), next words: ()",215
"words: ('PREFIX_ind',), tags: ('NNS',), next words: ()",27
"words: ('PREFIX_inde',), tags: ('NNS',), next words: ()",2
"words: ('SUFFIX_xes',), tags: ('NNS',), next words: ()",22
"words: ('SUFFIX_exes',), tags: ('NNS',), next words: ()",3
"words: ('industry',), tags: ('NN', 'NNS'), next words: ()",16
"words: ('PREFIX_f',), tags: ('VBD',), next words: ()",132
"words: ('PREFIX_fi',), tags: ('VBD',), next words: ()",28
"words: ('PREFIX_fini',), tags: ('VBD',), next words: ()",5
"words: ('SUFFIX_shed',), tags: ('VBD',), next words: ()",17
"words: (), tags: ('VBD',), next words: ('lower',)",6
"words: (), tags: ('VBD', 'RBR'), next words: ()",13
"words: (), tags: ('NNS', 'VBD', 'RBR'), next words: ()",6
"words: (), tags: ('RBR',), next words: (',',)",17
"words: (), tags: ('RBR', ','), next words: ()",17
"words: (), tags: ('RBR', ',', 'IN'), next words: ()",4
"words: (), tags: ('IN',), next words: ('financial',)",7
"words: ('with',), tags: ('IN', 'JJ'), next words: ()",78
"words: (',', 'with'), tags: (',', 'IN', 'JJ'), next words: ()",5
"words: (), tags: (',', 'IN', 'JJ'), next words: ()",48
"words: ('financial',), tags: ('JJ', 'NNS'), next words: ()",30
"words: ('PREFIX_h',), tags: ('VBN',), next words: ()",80
"words: (), tags: ('NNS', 'VBN'), next words: ()",157
"words: (), tags: ('JJ', 'NNS', 'VBN'), next words: ()",31
"words: (), tags: ('VBN',), next words: ('the',)",68
"words: ('SUFFIX_dest',), tags: ('JJS',), next words: ()",5
"words: (), tags: ('VBN', 'DT', 'JJS'), next words: ()",5
"words: ('PREFIX_Des',), tags: ('IN',), next words: ()",16
"words: ('PREFIX_Desp',), tags: ('IN',), next words: ()",16
"words: ('SUFFIX_e',), tags: ('IN',), next words: ()",521
"words: ('SUFFIX_te',), tags: ('IN',), next words: ()",33
"words: ('SUFFIX_ite',), tags: ('IN',), next words: ()",33
"words: ('SUFFIX_pite',), tags: ('IN',), next words: ()",33
"words: ('Despite',), tags: ('IN',), next words: ()",16
"words: ('┻━┻', 'Despite'), tags: ('┻━┻', 'IN'), next words: ()",14
"words: ('┻━┻', '┻━┻', 'Despite'), tags: ('┻━┻', '┻━┻', 'IN'), next words: ()",14
"words: (), tags: ('IN',), next words: ('some',)",63
"words: ('Despite',), tags: ('IN', 'DT'), next words: ()",9
"words: ('┻━┻', 'Despite'), tags: ('┻━┻', 'IN', 'DT'), next words: ()",8
"words: (), tags: ('DT',), next words: ('early',)",11
"words: ('PREFIX_e',), tags: ('JJ',), next words: ()",291
"words: ('PREFIX_ea',), tags: ('JJ',), next words: ()",41
"words: ('PREFIX_ear',), tags: ('JJ',), next words: ()",32
"words: ('PREFIX_earl',), tags: ('JJ',), next words: ()",30
"words: ('SUFFIX_ly',), tags: ('JJ',), next words: ()",169
"words: ('SUFFIX_rly',), tags: ('JJ',), next words: ()",41
"words: ('SUFFIX_arly',), tags: ('JJ',), next words: ()",31
"words: ('early',), tags: ('JJ',), next words: ()",30
"words: ('some',), tags: ('DT', 'JJ'), next words: ()",35
"words: ('SUFFIX_ded',), tags: ('JJ',), next words: ()",24
"words: ('SUFFIX_ided',), tags: ('JJ',), next words: ()",4
"words: (), tags: ('JJ',), next words: ('program',)",19
"words: ('PREFIX_prog',), tags: ('NN',), next words: ()",98
"words: ('SUFFIX_m',), tags: ('NN',), next words: ()",469
"words: ('SUFFIX_am',), tags: ('NN',), next words: ()",129
"words: ('SUFFIX_ram',), tags: ('NN',), next words: ()",88
"words: ('SUFFIX_gram',), tags: ('NN',), next words: ()",88
"words: ('program',), tags: ('NN',), next words: ()",86
"words: ('PREFIX_buy',), tags: ('NN',), next words: ()",32
"words: ('PREFIX_buyi',), tags: ('NN',), next words: ()",12
"words: ('SUFFIX_ying',), tags: ('NN',), next words: ()",18
"words: ('buying',), tags: ('NN',), next words: ()",12
"words: ('program',), tags: ('NN', 'NN'), next words: ()",38
"words: (), tags: ('NN', ',', 'DT'), next words: ()",209
"words: (',', 'the', 'Nasdaq'), tags: (',', 'DT', 'NNP'), next words: ()",5
"words: (',', 'the'), tags: (',', 'DT', 'NNP'), next words: ()",98
"words: (), tags: (',', 'DT', 'NNP'), next words: ()",145
"words: ('SUFFIX_ite',), tags: ('NN',), next words: ()",15
"words: ('SUFFIX_site',), tags: ('NN',), next words: ()",11
"words: (), tags: ('NN',), next words: ('fell',)",14
"words: ('PREFIX_fe',), tags: ('VBD',), next words: ()",45
"words: ('PREFIX_fel',), tags: ('VBD',), next words: ()",44
"words: ('PREFIX_fell',), tags: ('VBD',), next words: ()",40
"words: ('SUFFIX_l',), tags: ('VBD',), next words: ()",40
"words: ('SUFFIX_ll',), tags: ('VBD',), next words: ()",40
"words: ('SUFFIX_ell',), tags: ('VBD',), next words: ()",40
"words: ('SUFFIX_fell',), tags: ('VBD',), next words: ()",40
"words: ('fell',), tags: ('VBD',), next words: ()",40
"words: ('PREFIX_1.',), tags: ('CD',), next words: ()",105
"words: ('SUFFIX_9',), tags: ('CD',), next words: ()",227
"words: ('fell',), tags: ('VBD', 'CD'), next words: ()",27
"words: (), tags: ('NN', 'VBD', 'CD'), next words: ()",55
"words: (), tags: ('CD',), next words: ('to',)",147
"words: (), tags: ('CD', 'TO'), next words: ()",147
"words: (), tags: ('VBD', 'CD', 'TO'), next words: ()",36
"words: ('PREFIX_45',), tags: ('CD',), next words: ()",25
"words: (), tags: ('CD', 'TO', 'CD'), next words: ()",84
"words: (), tags: ('TO', 'CD', '.'), next words: ()",16
"words: (), tags: ('DT',), next words: ('OTC',)",9
"words: ('PREFIX_O',), tags: ('NNP',), next words: ()",228
"words: ('PREFIX_OTC',), tags: ('NNP',), next words: ()",16
"words: ('SUFFIX_C',), tags: ('NNP',), next words: ()",131
"words: ('SUFFIX_OTC',), tags: ('NNP',), next words: ()",16
"words: ('OTC',), tags: ('NNP',), next words: ()",16
"words: ('OTC',), tags: ('NNP',), next words: ('market',)",6
"words: (), tags: ('NNP',), next words: ('market',)",15
"words: ('OTC', 'market'), tags: ('NNP', 'NN'), next words: ()",6
"words: ('OTC',), tags: ('NNP', 'NN'), next words: ()",10
"words: ('market',), tags: ('NN', 'RB'), next words: ()",8
"words: (), tags: ('NNP', 'NN', 'RB'), next words: ()",12
"words: (), tags: ('RB',), next words: ('has',)",31
"words: ('PREFIX_d',), tags: ('VBN',), next words: ()",164
"words: ('PREFIX_de',), tags: ('VBN',), next words: ()",57
"words: ('PREFIX_decl',), tags: ('VBN',), next words: ()",4
"words: ('SUFFIX_ned',), tags: ('VBN',), next words: ()",130
"words: ('SUFFIX_ined',), tags: ('VBN',), next words: ()",40
"words: (), tags: ('RB', 'VBZ', 'VBN'), next words: ()",21
"words: ('PREFIX_eigh',), tags: ('CD',), next words: ()",8
"words: ('SUFFIX_ght',), tags: ('CD',), next words: ()",11
"words: ('SUFFIX_ight',), tags: ('CD',), next words: ()",11
"words: (), tags: ('VBN', 'IN', 'CD'), next words: ()",70
"words: (), tags: ('CD',), next words: ('of',)",157
"words: (), tags: ('IN', 'CD', 'IN'), next words: ()",42
"words: (), tags: ('CD', 'IN', 'DT'), next words: ()",120
"words: ('the',), tags: ('DT',), next words: ('past',)",54
"words: (), tags: ('DT',), next words: ('past',)",59
"words: ('PREFIX_p',), tags: ('JJ',), next words: ()",509
"words: ('PREFIX_pa',), tags: ('JJ',), next words: ()",87
"words: ('PREFIX_pas',), tags: ('JJ',), next words: ()",49
"words: ('PREFIX_past',), tags: ('JJ',), next words: ()",49
"words: ('SUFFIX_past',), tags: ('JJ',), next words: ()",49
"words: ('past',), tags: ('JJ',), next words: ()",49
"words: ('the', 'past'), tags: ('DT', 'JJ'), next words: ()",44
"words: ('of', 'the', 'past'), tags: ('IN', 'DT', 'JJ'), next words: ()",5
"words: ('of', 'the'), tags: ('IN', 'DT', 'JJ'), next words: ()",114
"words: ('SUFFIX_1',), tags: ('CD',), next words: ()",255
"words: ('SUFFIX_11',), tags: ('CD',), next words: ()",44
"words: ('11',), tags: ('CD',), next words: ()",37
"words: ('past',), tags: ('JJ', 'CD'), next words: ()",25
"words: ('the', 'past'), tags: ('DT', 'JJ', 'CD'), next words: ()",25
"words: (), tags: ('JJ', 'CD'), next words: ()",167
"words: (), tags: ('DT', 'JJ', 'CD'), next words: ()",117
"words: ('PREFIX_se',), tags: ('NNS',), next words: ()",111
"words: ('PREFIX_sess',), tags: ('NNS',), next words: ()",3
"words: ('11',), tags: ('CD', 'NNS'), next words: ()",6
"words: (), tags: ('JJ', 'CD', 'NNS'), next words: ()",65
"words: (), tags: ('CD', 'NNS', '.'), next words: ()",144
"words: ('┻━┻', 'The', 'Nasdaq'), tags: ('┻━┻', 'DT', 'NNP'), next words: ()",3
"words: (), tags: ('NN',), next words: ('index',)",11
"words: (), tags: ('NNP', 'NN', 'NN'), next words: ()",106
"words: ('index',), tags: ('NN', 'VBD'), next words: ()",14
"words: ('PREFIX_5.',), tags: ('CD',), next words: ()",32
"words: ('SUFFIX_5.00',), tags: ('CD',), next words: ()",2
"words: ('index', 'fell'), tags: ('NN', 'VBD', 'CD'), next words: ()",3
"words: (), tags: ('TO', 'CD', ','), next words: ()",9
"words: (',',), tags: (',',), next words: ('while',)",30
"words: (), tags: (',',), next words: ('while',)",30
"words: ('PREFIX_whi',), tags: ('IN',), next words: ()",60
